properties.ObjectId,properties.StopID,properties.PID,properties.resultOfStop,properties.resultOfStopcode,properties.resultOfStopcodeText
342,6019,1,Warning (verbal or written),54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
343,6103,1,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
344,5975,1,No Action,NULL,NULL
345,6020,1,Warning (verbal or written),54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
346,6104,1,Citation for infraction,54445,21651(A) VC - DIV HWY:CROSS/U TURN VIOL (I) 54445
347,5976,1,No Action,NULL,NULL
348,6021,1,Warning (verbal or written),54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
349,6105,1,Citation for infraction,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
350,5977,1,Field interview card completed,NULL,NULL
351,6022,1,Field interview card completed,NULL,NULL
352,5978,1,Citation for infraction,54614,26708(A)(2) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54614
353,6106,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
354,6022,1,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
355,5978,1,Citation for infraction,54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
356,6106,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
357,6107,1,Warning (verbal or written),65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002
358,6108,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
359,6109,1,In-field cite and release,54127,35551(A) VC - VEH EXCEED WT LIMIT:2+AXL (M) 54127
360,6110,1,Citation for infraction,54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
361,6111,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
362,6112,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
363,6113,1,Field interview card completed,NULL,NULL
364,6114,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
365,6115,1,Citation for infraction,54625,21235(G) VC - OPR MOTR SCOOTER SIDEWALK (I) 54625
366,6116,1,No Action,NULL,NULL
367,6117,1,Psychiatric hold,NULL,NULL
368,5901,1,Custodial Arrest without warrant,22004,459 PC - BURGLARY (F) 22004
369,5978,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
370,6023,1,Custodial Arrest without warrant,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
371,5902,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
372,5978,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
373,6024,1,No Action,NULL,NULL
374,5902,1,Custodial Arrest without warrant,22004,459 PC - BURGLARY (F) 22004
375,5979,1,Field interview card completed,NULL,NULL
376,6025,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
377,5903,1,Warning (verbal or written),25006,470 PC - FORGERY (F) 25006
378,5980,1,No Action,NULL,NULL
379,6026,1,No Action,NULL,NULL
380,5903,1,Field interview card completed,NULL,NULL
381,5981,1,Field interview card completed,NULL,NULL
382,6027,1,No Action,NULL,NULL
383,5904,1,Field interview card completed,NULL,NULL
384,5982,1,Citation for infraction,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
385,6028,1,Warning (verbal or written),13039,240/242 PC - ASSAULT & BATTERY (M) 13039
386,5905,1,Field interview card completed,NULL,NULL
387,5982,1,In-field cite and release,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
388,6029,1,Custodial Arrest without warrant,64005,647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005
389,5906,1,Warning (verbal or written),54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
390,5983,1,Field interview card completed,NULL,NULL
391,6030,1,No Action,NULL,NULL
392,5907,1,No Action,NULL,NULL
393,5984,1,Field interview card completed,NULL,NULL
394,6031,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
395,6031,2,No Action,NULL,NULL
396,5985,1,Warning (verbal or written),54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099
397,5986,1,Citation for infraction,54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
398,5987,1,Citation for infraction,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
399,5987,1,In-field cite and release,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
400,5988,1,No Action,NULL,NULL
401,6157,1,Custodial Arrest without warrant,22004,459 PC - BURGLARY (F) 22004
402,6235,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
403,6193,1,Warning (verbal or written),54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
404,6361,1,Noncriminal transport or caretaking transport,NULL,NULL
405,6118,1,Warning (verbal or written),54145,21955 VC - JAYWALKING (I) 54145
406,6279,1,Contacted parent/legal guardian or other person responsible for the minor,NULL,NULL
407,6397,1,Field interview card completed,NULL,NULL
408,6236,1,Warning (verbal or written),54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
409,6194,1,Citation for infraction,54299,21804(A) VC - FAIL YIELD TRAFIC:HWY ENT (I) 54299
410,6362,1,No Action,NULL,NULL
411,6324,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
412,6158,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
413,6325,1,Citation for infraction,54305,14600(A) VC - FAIL NOTE DMV ADD CHG:CDL (I) 54305
414,6362,2,No Action,NULL,NULL
415,6397,1,Citation for infraction,54575,38301(A) VC - UNLAWFUL VIOLATE SPEC REG (I) 54575
416,6237,1,Custodial Arrest without warrant,42104,23152(A) VC - DUI ALCOHOL (M) 42104
417,6279,2,Contacted parent/legal guardian or other person responsible for the minor,NULL,NULL
418,6119,1,In-field cite and release,32022,602 PC - TRESPASSING (M) 32022
419,6195,1,No Action,NULL,NULL
420,6362,3,No Action,NULL,NULL
421,6238,1,Custodial Arrest without warrant,42104,23152(A) VC - DUI ALCOHOL (M) 42104
422,6280,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
423,6121,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
424,6326,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
425,6398,1,Warning (verbal or written),53130,415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130
426,6196,1,No Action,NULL,NULL
427,6363,1,Warning (verbal or written),54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
428,6239,1,No Action,NULL,NULL
429,6281,1,No Action,NULL,NULL
430,6123,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
431,6327,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
432,6399,1,No Action,NULL,NULL
433,6197,1,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
434,6363,2,No Action,NULL,NULL
435,6240,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
436,6282,1,Custodial Arrest without warrant,38080,273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080
437,6124,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
438,6124,1,In-field cite and release,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
439,6125,1,Field interview card completed,NULL,NULL
440,6125,2,Field interview card completed,NULL,NULL
441,6126,1,Custodial Arrest without warrant,38025,273.5 PC - INFLICT CRPL INJ SP/COHAB (F) 38025
442,6127,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
443,6129,1,Warning (verbal or written),54186,22102 VC - ILEGAL UTURN:BUS DIST/ETC (I) 54186
444,6130,1,No Action,NULL,NULL
445,6131,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
446,6132,1,In-field cite and release,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
447,6133,1,Field interview card completed,NULL,NULL
448,6133,2,Field interview card completed,NULL,NULL
449,6133,2,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
450,6133,3,No Action,NULL,NULL
451,6133,4,Field interview card completed,NULL,NULL
452,6133,4,Warning (verbal or written),32022,602 PC - TRESPASSING (M) 32022
453,6134,1,Custodial Arrest without warrant,36279,314.1 PC - INDECENT EXPOSURE (F) 36279
454,6135,1,Field interview card completed,NULL,NULL
455,6136,1,Field interview card completed,NULL,NULL
456,6136,1,Citation for infraction,66208,640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208
457,6137,1,No Action,NULL,NULL
458,6138,1,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
459,6139,1,No Action,NULL,NULL
460,6140,1,No Action,NULL,NULL
461,6141,1,Citation for infraction,66208,640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208
462,6142,1,Psychiatric hold,NULL,NULL
463,6143,1,Citation for infraction,54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
464,6144,1,Warning (verbal or written),54566,23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566
465,6145,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
466,6146,1,No Action,NULL,NULL
467,6147,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
468,6147,1,Field interview card completed,NULL,NULL
469,6148,1,Field interview card completed,NULL,NULL
470,6149,1,Contacted parent/legal guardian or other person responsible for the minor,NULL,NULL
471,6149,1,Noncriminal transport or caretaking transport,NULL,NULL
472,6149,1,Psychiatric hold,NULL,NULL
473,6150,1,No Action,NULL,NULL
474,6151,1,Citation for infraction,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146
475,6151,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
476,6152,1,Warning (verbal or written),54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
477,6153,1,Warning (verbal or written),54211,5202 VC - LICENSE PLATE DISPLAY VIO (I) 54211
478,6154,1,Custodial Arrest without warrant,24067,10851(A) VC - TAKE VEH W/O OWNER CONSNT (M) 24067
479,6155,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
480,6156,1,Field interview card completed,NULL,NULL
481,6156,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
482,6157,1,Noncriminal transport or caretaking transport,NULL,NULL
483,6158,1,In-field cite and release,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
484,6328,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
485,6364,1,Warning (verbal or written),54330,22500 VC - PARKING/ETC VIO:SPEC CIRC (I) 54330
486,6197,2,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
487,6159,1,Citation for infraction,54378,22526 VC - INTERSECT/ETC:NO CLEARNCE (I) 54378
488,6283,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
489,6160,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
490,6400,1,Warning (verbal or written),54376,24003 VC - VEH WITH UNLAWFUL LAMPS (I) 54376
491,6329,1,Citation for infraction,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655
492,6364,1,Warning (verbal or written),54537,22500(H) VC - PARK UNLAW:DOUBLE PARKING (I) 54537
493,6197,3,In-field cite and release,65000,65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000
494,6241,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
495,6161,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
496,6400,1,Warning (verbal or written),54153,21453(D) VC - PED AGAINST RED LIGHT/ETC (I) 54153
497,6330,1,Warning (verbal or written),54168,5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168
498,6198,1,No Action,NULL,NULL
499,6365,1,Custodial Arrest without warrant,38025,273.5 PC - INFLICT CRPL INJ SP/COHAB (F) 38025
500,6283,1,Citation for infraction,54004,14601(A) VC - DRIV:SUSP/ETC LIC:RECKLES (M) 54004
501,6242,1,Warning (verbal or written),54338,4464 VC - DISPLAY ALTERED LIC PLATE (I) 54338
502,6162,1,Citation for infraction,54203,22451(A) VC - FAIL STOP/ETC:RR XING/ETC (I) 54203
503,6401,1,In-field cite and release,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
504,6331,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
505,6199,1,In-field cite and release,54107,12500(A) VC - DRIVE W/O LICENSE (M) 54107
506,6366,1,Citation for infraction,35423,11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423
507,6284,1,Warning (verbal or written),13039,240/242 PC - ASSAULT & BATTERY (M) 13039
508,6243,1,Warning (verbal or written),54372,21453(B) VC - TURN ONTO ONEWAY AT RED (I) 54372
509,6163,1,Warning (verbal or written),66208,640(C)(1) PC - FAIL PAY:PUB TRANSIT SYS (I) 66208
510,6401,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
511,6332,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
512,6332,1,Field interview card completed,NULL,NULL
513,6333,1,Citation for infraction,54522,21456.2(A) VC - BICYCLE OPR OBEY VEH LAWS (I) 54522
514,6334,1,Citation for infraction,54191,24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191
515,6334,2,No Action,NULL,NULL
516,6335,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
517,6335,1,Psychiatric hold,NULL,NULL
518,6336,1,Citation for infraction,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
519,6337,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
520,6337,3,Warning (verbal or written),54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
521,6338,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
522,6339,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
523,6340,1,Warning (verbal or written),42104,23152(A) VC - DUI ALCOHOL (M) 42104
524,6341,1,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
525,6341,2,In-field cite and release,32102,602(O) PC - TRESPAS:REFUSE LEAVE PROP (M) 32102
526,6342,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
527,6344,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
528,6345,1,Custodial Arrest without warrant,35138,11378 HS - POSS CNTL SUB FOR SALE (F) 35138
529,6346,1,Field interview card completed,NULL,NULL
530,6347,1,Field interview card completed,NULL,NULL
531,6348,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
532,6348,1,In-field cite and release,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
533,6349,1,Citation for infraction,54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571
534,6350,1,In-field cite and release,54075,21651(B) VC - DRIVE WRONG WAY:DIV HWY (M) 54075
535,6350,1,Citation for infraction,54075,21651(B) VC - DRIVE WRONG WAY:DIV HWY (M) 54075
536,6351,1,In-field cite and release,54083,14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083
537,6351,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
538,6351,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
539,6351,2,No Action,NULL,NULL
540,6352,1,Field interview card completed,NULL,NULL
541,6353,1,Citation for infraction,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
542,6353,1,In-field cite and release,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
543,6354,1,Citation for infraction,54234,5201(A) VC - LICENS PLATE POSITION VIO (I) 54234
544,6355,1,Field interview card completed,NULL,NULL
545,6356,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
546,6358,1,Warning (verbal or written),23087,484(A) PC - PETTY THEFT (M) 23087
547,6358,1,Field interview card completed,NULL,NULL
548,6359,1,Citation for infraction,54166,27360(A) VC - UNRSTRAINED TOT:PARNT:VEH (I) 54166
549,6359,1,Citation for infraction,54018,16020(A) VC - NO PROOF:FINANCE RESP:VEH (I) 54018
550,6359,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
551,6359,1,Citation for infraction,54083,14601.1(A) VC - DRIVE:LIC SUSPENDED/ETC (M) 54083
552,6360,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
553,6163,1,Field interview card completed,NULL,NULL
554,6285,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
555,6164,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
556,6200,1,No Action,NULL,NULL
557,6165,1,Citation for infraction,54203,22451(A) VC - FAIL STOP/ETC:RR XING/ETC (I) 54203
558,6286,1,Citation for infraction,54170,23111 VC - THROW/ETC CIG/ETC:HWY/ETC (I) 54170
559,6402,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
560,6367,1,No Action,NULL,NULL
561,6201,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
562,6244,1,Citation for infraction,54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
563,6166,1,Citation for infraction,54378,22526 VC - INTERSECT/ETC:NO CLEARNCE (I) 54378
564,6287,1,Field interview card completed,NULL,NULL
565,6368,1,No Action,NULL,NULL
566,6202,1,Warning (verbal or written),54168,5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168
567,6244,2,Field interview card completed,NULL,NULL
568,6167,1,Citation for infraction,54378,22526 VC - INTERSECT/ETC:NO CLEARNCE (I) 54378
569,6288,1,Warning (verbal or written),23087,484(A) PC - PETTY THEFT (M) 23087
570,6369,1,No Action,NULL,NULL
571,6203,1,Custodial Arrest without warrant,35172,11377(A) HS - POSS CONTROLLED SUBSTANCE (F) 35172
572,6403,1,Warning (verbal or written),54098,21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098
573,6245,1,Custodial Arrest without warrant,50084,273.6(A) PC - VIO ORD:PREVNT DOMES VIOL (M) 50084
574,6168,1,Citation for infraction,54203,22451(A) VC - FAIL STOP/ETC:RR XING/ETC (I) 54203
575,6289,1,Citation for infraction,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657
576,6370,1,Field interview card completed,NULL,NULL
577,6203,2,Custodial Arrest without warrant,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063
578,6404,1,In-field cite and release,54575,38301(A) VC - UNLAWFUL VIOLATE SPEC REG (I) 54575
579,6246,1,Custodial Arrest without warrant,38080,273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080
580,6169,1,Citation for infraction,54203,22451(A) VC - FAIL STOP/ETC:RR XING/ETC (I) 54203
581,6290,1,No Action,NULL,NULL
582,6371,1,Warning (verbal or written),54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
583,6291,1,Warning (verbal or written),54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167
584,6204,1,In-field cite and release,23076,484 PC - THEFT (F) 23076
585,6292,1,Custodial Arrest pursuant to outstanding warrant,NULL,NULL
586,6372,1,No Action,NULL,NULL
587,6404,1,Field interview card completed,NULL,NULL
588,6170,1,Citation for infraction,54203,22451(A) VC - FAIL STOP/ETC:RR XING/ETC (I) 54203
589,6205,1,No Action,NULL,NULL
590,6373,1,Warning (verbal or written),54019,21202(A) VC - FAIL RIDE BIKE:RT EDGE RD (I) 54019
591,6293,1,No Action,NULL,NULL
592,6247,1,Warning (verbal or written),54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
593,6171,1,Citation for infraction,54203,22451(A) VC - FAIL STOP/ETC:RR XING/ETC (I) 54203
594,6293,2,Warning (verbal or written),53072,415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072
595,6206,1,Warning (verbal or written),54141,21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141
596,6373,1,Warning (verbal or written),42089,21200.5 VC - RIDE BIKE UNDER INFLUENCE (M) 42089
597,6248,1,Warning (verbal or written),54165,27151 VC - ILL MOD EXHAUST SYS:NOISE (I) 54165
598,6172,1,Warning (verbal or written),54115,22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115
599,6207,1,Warning (verbal or written),54221,22507.8(A) VC - PARK IN SPACE FOR DISABLE (I) 54221
600,6294,1,Field interview card completed,NULL,NULL
601,6374,1,Citation for infraction,54014,24400 VC - HEADLAMP:OPR/AMT/SIZE:VIO (I) 54014
602,6249,1,Custodial Arrest without warrant,42099,23152(B) VC - DUI 0.08 W/PR:PER 23550VC (F) 42099
603,6173,1,Citation for infraction,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109
604,6208,1,Warning (verbal or written),50138,3081 PC - PAROLE VIOLATION/REARREST (X) 50138
605,6295,1,Citation for infraction,54178,21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178
606,6375,1,No Action,NULL,NULL
607,6249,1,Custodial Arrest without warrant,42104,23152(A) VC - DUI ALCOHOL (M) 42104
608,6173,1,Citation for infraction,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106
609,6209,1,No Action,NULL,NULL
610,6295,2,No Action,NULL,NULL
611,6376,1,Citation for infraction,54088,21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088
612,6250,1,No Action,NULL,NULL
613,6174,1,Warning (verbal or written),54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644
614,6210,1,Custodial Arrest without warrant,50106,166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106
